Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1993,12,17,5,1002,959,951,955,DL,1044,NA,49,56,NA,-4,3,ATL,BNA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,3,16,4,1004,1002,1056,1050,DL,1581,N930DL,52,48,32,6,2,ATL,CAE,191,6,14,0,NA,0,NA,NA,NA,NA,NA
2003,11,24,1,853,900,1031,1032,DL,805,N385DN,158,152,142,-1,-7,TUL,SLC,926,7,9,0,,0,0,0,0,0,0
1993,1,20,3,1747,1745,1838,1835,DL,1032,NA,51,50,NA,3,2,FLL,MCO,178,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2002,10,20,7,2155,2145,2255,2250,WN,232,N791,60,65,50,5,10,BWI,PVD,328,1,9,0,NA,0,NA,NA,NA,NA,NA
1997,7,16,3,2355,2355,110,123,AS,171,N785AS,135,148,125,-13,0,SEA,JNU,909,3,7,0,NA,0,NA,NA,NA,NA,NA
1996,9,27,5,1644,1635,1942,1918,DL,153,N907DE,178,163,144,24,9,JFK,FLL,1069,4,30,0,NA,0,NA,NA,NA,NA,NA
1992,9,30,3,1753,1755,1847,1855,NW,567,NA,114,120,NA,-8,-2,CLE,MSP,622,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,2,16,4,1830,1825,2122,2102,CO,139,N478AC,292,277,246,20,5,EWR,DEN,1605,5,41,0,NA,0,NA,NA,NA,NA,NA
1987,11,6,5,1800,1800,2045,2045,NW,1206,NA,105,105,NA,0,0,MKE,LGA,738,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,5,14,7,1748,1730,1854,1845,WN,907,N697SW,66,75,54,9,18,OAK,LAX,337,6,6,0,,0,0,0,0,0,0
2003,4,14,1,930,915,1014,1005,EV,4673,N871AS,104,110,83,9,15,ATL,SHV,552,3,18,0,NA,0,NA,NA,NA,NA,NA
2006,4,20,4,756,803,1019,1041,FL,403,N966AT,143,158,129,-22,-7,IND,FLL,1005,5,9,0,,0,0,0,0,0,0
2000,12,29,5,1207,1205,1310,1320,US,506,N528AU,63,75,50,-10,2,CLT,IAD,321,3,10,0,NA,0,NA,NA,NA,NA,NA
1997,3,5,3,2157,2130,45,40,TW,446,N920TW,108,130,91,5,27,STL,PHL,813,5,12,0,NA,0,NA,NA,NA,NA,NA
1995,10,27,5,756,800,1029,1041,NW,1295,N916RW,153,161,138,-12,-4,MSY,MSP,1040,5,10,0,NA,0,NA,NA,NA,NA,NA
2004,6,21,1,2022,2000,2151,2117,AS,239,N775AS,89,77,69,34,22,LAX,SFO,337,7,13,0,,0,22,0,12,0,0
1999,6,2,3,1057,910,1240,1038,DL,343,N626DL,283,268,261,122,107,CVG,SAN,1865,4,18,0,NA,0,NA,NA,NA,NA,NA
1990,7,10,2,1221,1220,1403,1358,CO,175,NA,162,158,NA,5,1,DEN,SFO,967,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,1,24,6,1142,1140,1230,1235,OH,5252,N976CA,48,55,33,-5,2,CVG,TOL,181,5,10,0,,0,0,0,0,0,0
1991,2,21,4,2135,2055,2253,2215,WN,812,NA,78,80,NA,38,40,SAN,OAK,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,1,20,6,1023,1030,1125,1137,XE,2361,N24517,62,67,42,-12,-7,DAL,IAH,217,12,8,0,,0,0,0,0,0,0
1994,3,3,4,650,650,758,802,AS,467,NA,68,72,NA,-4,0,LGB,OAK,353,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,7,29,1,849,850,1037,1057,UA,503,NA,228,247,NA,-20,-1,EWR,DEN,1605,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,1,18,6,1456,0,1711,0,AA,649,N5BVAA,255,269,225,-18,-4,ORD,SNA,1726,9,21,0,NA,0,NA,NA,NA,NA,NA
1991,5,14,2,1259,1300,1503,1512,US,768,NA,124,132,NA,-9,-1,DCA,TPA,814,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,5,3,4,1639,1640,1658,1705,XE,2350,N16571,79,85,64,-7,-1,CLE,MSN,402,4,11,0,,0,0,0,0,0,0
1998,5,26,2,2055,2055,2159,2155,WN,524,N603,64,60,52,4,0,CLE,BWI,314,1,11,0,NA,0,NA,NA,NA,NA,NA
1993,10,4,1,737,730,1106,1046,DL,837,NA,149,136,NA,20,7,MSP,ATL,906,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,5,20,2,1242,1250,1534,1538,DL,1172,N901DA,112,108,84,-4,-8,SAN,SLC,626,4,24,0,NA,0,NA,NA,NA,NA,NA
1994,1,6,4,1920,1920,2033,2030,WN,812,NA,73,70,NA,3,0,ABQ,PHX,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,2,20,1,1845,1845,2033,2020,OO,3908,N915EV,108,95,93,13,0,COS,SLC,410,5,10,0,,0,0,0,0,0,0
2001,10,4,4,739,738,912,916,AA,1061,N441A1,153,158,139,-4,1,TPA,ORD,1012,5,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,1,3,1737,1745,1930,1942,OO,3441,N583SW,57,57,44,0,0,EKO,SLC,200,4,5,0,NA,0,NA,NA,NA,NA,NA
2002,11,19,2,901,905,1111,1059,NW,476,N759NW,130,114,97,12,-4,ATL,DTW,594,17,16,0,NA,0,NA,NA,NA,NA,NA
2006,3,27,1,728,730,845,851,OO,6476,N930SW,77,81,62,-6,-2,SFO,PSP,421,5,10,0,,0,0,0,0,0,0
2002,12,6,5,1920,1920,2107,2130,WN,711,N611,107,130,97,-23,0,STL,HOU,687,5,5,0,NA,0,NA,NA,NA,NA,NA
1995,3,15,3,1405,1345,1625,1615,AS,588,N935AS,140,150,124,10,20,GEG,LAX,945,6,10,0,NA,0,NA,NA,NA,NA,NA
1991,7,29,1,1622,1545,1749,1722,CO,444,NA,87,97,NA,27,37,CMH,EWR,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,1,8,3,657,700,1002,1000,DL,2493,N324DL,185,180,167,2,-3,BDL,MCO,1050,6,12,0,NA,0,NA,NA,NA,NA,NA
1996,1,9,2,838,840,1136,1119,NW,479,N204US,178,159,144,17,-2,TPA,DTW,983,18,16,0,NA,0,NA,NA,NA,NA,NA
2006,10,18,3,NA,1925,NA,2249,XE,2644,0,NA,144,NA,NA,NA,IAH,AVL,834,0,0,1,C,0,0,0,0,0,0
2007,9,17,1,2114,2115,2234,2233,DL,709,N136DL,260,258,229,1,-1,ATL,LAS,1747,11,20,0,,0,0,0,0,0,0
1994,12,16,5,1322,1320,1559,1555,AA,696,NA,97,95,NA,4,2,ORD,MDT,594,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,3,26,3,1418,1416,1535,1544,AA,1026,N2DAAA,77,88,53,-9,2,DFW,ICT,328,3,21,0,NA,0,NA,NA,NA,NA,NA
1995,1,26,4,749,750,1119,1118,CO,605,N33817,270,268,237,1,-1,BOS,IAH,1597,8,25,0,NA,0,NA,NA,NA,NA,NA
2001,5,11,5,1045,1040,1138,1140,WN,1509,N659@@,53,60,45,-2,5,LAX,LAS,236,3,5,0,NA,0,NA,NA,NA,NA,NA
2004,12,13,1,940,940,1224,1220,OO,3800,N466SW,104,100,88,4,0,PDX,SLC,630,6,10,0,,0,0,0,0,0,0
1989,2,6,1,841,755,1012,918,PI,1231,NA,91,83,NA,54,46,CLE,CLT,430,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,14,1,1243,1238,1412,1402,UA,1171,NA,89,84,NA,10,5,SFO,LAS,414,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,10,5,830,830,1014,1012,DL,1845,NA,164,162,NA,2,0,DFW,SLC,988,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1998,6,4,4,2120,1700,NA,1800,WN,1423,N310,NA,60,NA,NA,260,PHX,ONT,325,0,13,0,NA,1,NA,NA,NA,NA,NA
1990,2,15,4,1638,1635,1811,1746,AA,895,NA,93,71,NA,25,3,HOU,DFW,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,10,18,3,1853,1851,2055,2048,HP,2627,N326AW,122,117,97,7,2,PHX,OAK,646,5,20,0,NA,0,NA,NA,NA,NA,NA
2006,10,8,7,1943,1910,2057,2045,XE,2147,N14505,74,95,52,12,33,RIC,EWR,278,9,13,0,,0,0,0,0,0,0
2006,10,25,3,1015,955,1248,1210,UA,421,N526UA,273,255,235,38,20,ORD,SAN,1723,2,36,0,,0,0,0,37,0,1
2004,11,5,5,1853,1900,1953,2003,MQ,3335,N386AE,60,63,41,-10,-7,DFW,ABI,158,3,16,0,,0,0,0,0,0,0
2007,2,5,1,1254,1255,1611,1625,AA,1978,N557AA,137,150,121,-14,-1,SLC,DFW,988,5,11,0,,0,0,0,0,0,0
2000,4,16,7,1819,1821,2218,1947,AA,1205,N597AA,299,146,132,151,-2,EWR,ORD,719,7,160,0,NA,0,NA,NA,NA,NA,NA
1988,8,11,4,1511,1500,1611,1600,WN,976,NA,60,60,NA,11,11,PHX,SAN,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,5,20,2,623,630,930,932,AS,721,N788AS,187,182,166,-2,-7,PHX,SEA,1107,6,15,0,NA,0,NA,NA,NA,NA,NA
1998,7,14,2,2304,2305,613,600,HP,368,N308AW,249,235,208,13,-1,LAS,DTW,1750,13,28,0,NA,0,NA,NA,NA,NA,NA
1996,10,21,1,5,2200,110,2310,WN,748,N57,65,70,55,120,125,ONT,SMF,389,3,7,0,NA,0,NA,NA,NA,NA,NA
2001,4,11,3,NA,2003,NA,2110,AA,1591,NKNO,NA,127,NA,NA,NA,DCA,ORD,612,0,0,1,NA,0,NA,NA,NA,NA,NA
2007,12,10,1,1825,1830,1957,1950,MQ,3358,N506AE,92,80,60,7,-5,LIT,DFW,304,25,7,0,,0,0,0,0,0,0
2001,11,20,2,1825,1830,2035,2053,DL,1262,N392D1,70,83,52,-18,-5,MEM,ATL,332,7,11,0,NA,0,NA,NA,NA,NA,NA
2002,11,6,3,1120,1120,1247,1300,WN,461,N755,207,220,190,-13,0,MCI,LAX,1363,5,12,0,NA,0,NA,NA,NA,NA,NA
2000,5,14,7,1552,1550,1740,1745,DL,1201,N123DN,108,115,88,-5,2,ATL,FLL,581,4,16,0,NA,0,NA,NA,NA,NA,NA
2002,10,8,2,1805,1805,1904,1915,WN,1801,N93,59,70,48,-11,0,STL,MCI,237,4,7,0,NA,0,NA,NA,NA,NA,NA
1999,6,16,3,1201,1205,2002,2013,CO,160,N27722,301,308,280,-11,-4,SNA,EWR,2433,8,13,0,NA,0,NA,NA,NA,NA,NA
2007,1,24,3,1021,1026,1137,1158,OO,6262,N212SW,76,92,64,-21,-5,SFO,MFR,329,3,9,0,,0,0,0,0,0,0
2003,9,13,6,2024,2025,2118,2125,DL,823,N379DA,114,120,97,-7,-1,ATL,IAH,689,6,11,0,,0,0,0,0,0,0
2002,2,19,2,933,935,1201,1212,UA,1937,N3171,148,157,130,-11,-2,SEA,LAX,954,9,9,0,NA,0,NA,NA,NA,NA,NA
1991,7,26,5,1030,1030,1410,1406,TW,654,NA,160,156,NA,4,0,STL,PBI,1023,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1994,2,28,1,726,720,936,915,DL,1459,NA,130,115,NA,21,6,MDT,ATL,619,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,12,1,6,NA,1245,NA,1533,US,284,0,NA,108,NA,NA,NA,SJC,PHX,621,0,0,1,A,0,0,0,0,0,0
2006,7,28,5,1559,1534,2034,1810,TZ,4233,N305TZ,335,216,178,144,25,LGA,HOU,1428,8,149,0,,0,0,0,132,0,12
2005,12,28,3,1227,1210,1743,1727,NW,1510,N361NB,196,197,169,16,17,RNO,MSP,1406,11,16,0,,0,0,0,0,0,16
1991,4,6,6,815,815,908,915,ML (1),247,NA,113,120,NA,-7,0,DCA,MDW,601,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,5,6,915,915,1237,1233,DL,1848,NA,142,138,NA,4,0,SLC,DFW,988,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1994,4,10,7,2049,1845,2314,2030,CO,779,NA,145,105,NA,164,124,EWR,DTW,487,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,10,1,5,1543,1535,1709,1712,XE,2722,N14925,86,97,72,-3,8,CLE,BDL,475,5,9,0,,0,0,0,0,0,0
1988,10,30,7,1700,1700,1803,1753,DL,536,NA,63,53,NA,10,0,CAE,ATL,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,8,20,2,1830,1740,2015,1930,WN,649,N668,105,110,90,45,50,HOU,BNA,670,5,10,0,NA,0,NA,NA,NA,NA,NA
1988,12,27,2,1524,1444,1707,1605,AA,1484,NA,103,81,NA,62,40,DFW,MEM,432,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,2,15,6,921,929,1020,1040,OO,3665,N298SW,71,71,49,0,0,GJT,SLC,217,4,6,0,NA,0,NA,NA,NA,NA,NA
2007,11,24,6,1109,1115,1833,1846,US,996,N732US,264,271,240,-13,-6,SAN,CLT,2077,8,16,0,,0,0,0,0,0,0
2007,4,19,4,1307,1303,1442,1429,AS,152,N763AS,95,86,80,13,4,OTZ,ANC,549,4,11,0,,0,0,0,0,0,0
2000,2,17,4,1441,1414,1815,1803,AA,892,N560AA,154,169,135,12,27,DFW,FLL,1119,4,15,0,NA,0,NA,NA,NA,NA,NA
2002,8,27,2,1606,1610,1657,1656,DL,639,N684DA,171,166,137,1,-4,CVG,DEN,1069,12,22,0,NA,0,NA,NA,NA,NA,NA
1999,1,4,1,1,2350,101,54,DL,664,N109DL,60,64,44,7,11,ATL,JAX,270,3,13,0,NA,0,NA,NA,NA,NA,NA
1995,11,9,4,1847,1845,2056,2018,NW,1056,N755NW,129,93,65,38,2,MSP,MDW,349,51,13,0,NA,0,NA,NA,NA,NA,NA
1990,12,24,1,1049,935,1154,1051,TW,637,NA,65,76,NA,63,74,STL,MKE,317,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,6,12,4,1517,1450,1654,1623,DL,1923,N663DN,97,93,81,31,27,CVG,ATL,373,4,12,0,NA,0,NA,NA,NA,NA,NA
1990,8,8,3,702,700,816,808,UA,483,NA,134,128,NA,8,2,AUS,DEN,775,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,11,27,6,802,800,1019,1028,US,2733,N254AU,137,148,121,-9,2,IAD,FLL,901,5,11,0,NA,0,NA,NA,NA,NA,NA
2002,7,22,1,1018,1017,1313,1321,CO,564,N14347,235,244,201,-8,1,BOS,IAH,1597,17,17,0,NA,0,NA,NA,NA,NA,NA
1997,6,28,6,1530,1530,1647,1650,US,200,N286AU,77,80,61,-3,0,BOS,PHL,280,10,6,0,NA,0,NA,NA,NA,NA,NA
2001,12,13,4,1308,1310,1327,1328,UA,545,N3191,79,78,67,-1,-2,CMH,ORD,296,5,7,0,NA,0,NA,NA,NA,NA,NA
2006,12,22,5,1611,1525,1909,1803,NW,502,N768NC,118,98,71,66,46,MSP,IND,503,9,38,0,,0,46,0,20,0,0
2001,10,7,7,1910,1910,2048,2042,DL,2230,N399D1,98,92,73,6,0,MCO,ATL,403,13,12,0,NA,0,NA,NA,NA,NA,NA
2003,10,28,2,1005,1005,1220,1225,WN,2634,N403,255,260,237,-5,0,BWI,ABQ,1670,5,13,0,,0,0,0,0,0,0
1990,9,21,5,1150,1050,1423,1323,CO,166,NA,93,93,NA,60,60,DEN,BIS,517,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,10,14,1,814,815,846,855,US,52,NA,32,40,NA,-9,-1,CLE,PIT,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,3,9,6,2255,2259,2336,2338,TW,201,NA,41,39,NA,-2,-4,TPA,RSW,110,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,8,6,5,1738,1730,1848,1835,WN,1189,N520,70,65,59,13,8,CLE,BWI,314,4,7,0,NA,0,NA,NA,NA,NA,NA
1995,8,29,2,1929,1815,27,2319,UA,778,N7297U,178,184,158,68,74,DEN,IAD,1452,6,14,0,NA,0,NA,NA,NA,NA,NA
2003,7,13,7,2155,2140,2313,2242,US,322,N704UW,78,62,44,31,15,CLT,RIC,256,6,28,0,,0,15,0,16,0,0
1993,10,27,3,906,910,1221,1216,NW,1252,NA,135,126,NA,5,-4,BZN,MSP,874,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,12,6,5,1110,0,1338,0,AA,1395,N472AA,208,205,183,2,-1,DCA,DFW,1192,16,9,0,NA,0,NA,NA,NA,NA,NA
1994,2,16,3,1425,1415,1435,1434,UA,1819,NA,70,79,NA,1,10,CMH,ORD,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,2,9,7,1731,1735,2030,2038,CO,1008,N14358,119,123,103,-8,-4,COS,IAH,809,6,10,0,NA,0,NA,NA,NA,NA,NA
2005,3,24,4,1057,1105,1432,1438,UA,304,N334UA,155,153,139,-6,-8,SJC,DEN,948,6,10,0,,0,0,0,0,0,0
2001,6,9,6,1215,1215,1325,1340,WN,807,N699@@,70,85,61,-15,0,SAN,OAK,446,3,6,0,NA,0,NA,NA,NA,NA,NA
1990,12,19,3,2219,2220,2339,2344,US,1133,NA,80,84,NA,-5,-1,CLT,PHL,448,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,2,26,7,1200,1200,1522,1500,AA,374,N4UCAA,142,120,106,22,0,ORD,LGA,733,3,33,0,,0,0,0,22,0,0
2004,2,5,4,800,800,910,915,WN,818,N523,70,75,55,-5,0,SJC,SNA,342,2,13,0,,0,0,0,0,0,0
1993,11,14,7,1859,1825,1954,1925,WN,565,NA,55,60,NA,29,34,LAS,SAN,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,1,21,2,1211,1215,1539,1536,NW,1476,NA,148,141,NA,3,-4,MSY,DTW,926,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,9,11,4,639,640,1233,1216,NW,200,N348NB,234,216,204,17,-1,SJC,MSP,1576,3,27,0,,0,0,0,17,0,0
2000,12,18,1,1648,1650,1807,1810,US,1204,N805US,79,80,57,-3,-2,CLT,BWI,361,7,15,0,NA,0,NA,NA,NA,NA,NA
1991,12,26,4,145,145,242,247,HP,303,NA,57,62,NA,-5,0,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,13,1,820,820,1010,1055,CO,722,NA,110,155,NA,-45,0,SRQ,EWR,1034,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,7,26,2,1600,1545,1705,1645,WN,347,N504,65,60,50,20,15,PHX,ONT,325,2,13,0,,0,0,0,5,0,15
1993,12,14,2,1408,1409,1438,1430,UA,332,NA,90,81,NA,8,-1,SDF,ORD,286,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,3,11,7,701,615,830,749,CO,1265,NA,149,154,NA,41,46,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,1,20,4,NA,840,NA,1038,DL,986,N910DE,NA,118,NA,NA,NA,ATL,PHL,665,0,0,1,NA,0,NA,NA,NA,NA,NA
2003,4,11,5,655,700,1210,1219,NW,584,N547US,195,199,171,-9,-5,PDX,MSP,1426,6,18,0,NA,0,NA,NA,NA,NA,NA
1999,5,22,6,1243,1244,1454,1451,AA,815,N2BDAA,131,127,91,3,-1,BNA,DFW,631,23,17,0,NA,0,NA,NA,NA,NA,NA
1997,8,5,2,901,900,1211,1214,UA,240,N778UA,130,134,105,-3,1,DEN,ORD,888,13,12,0,NA,0,NA,NA,NA,NA,NA
2000,5,8,1,NA,1600,NA,1715,CO,1415,UNKNOW,NA,195,NA,NA,NA,CLE,DEN,1201,0,0,1,NA,0,NA,NA,NA,NA,NA
2003,3,25,2,1423,1430,1549,1548,US,742,N592US,86,78,54,1,-7,PHL,BOS,280,7,25,0,NA,0,NA,NA,NA,NA,NA
2000,12,17,7,701,700,759,815,AA,2401,N5CXAA,178,195,164,-16,1,DFW,LAX,1235,4,10,0,NA,0,NA,NA,NA,NA,NA
2007,8,13,1,658,630,952,918,EV,4444,N870AS,114,108,89,34,28,FSM,ATL,579,12,13,0,,0,0,28,6,0,0
1993,2,28,7,1147,1146,1207,1220,DL,653,NA,80,94,NA,-13,1,ATL,BTR,449,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,5,26,6,1139,1150,1315,1315,YV,7075,N446YV,96,85,62,0,-11,DEN,DRO,251,17,17,0,,0,0,0,0,0,0
1988,6,13,1,1420,1420,1554,1552,AA,1062,NA,94,92,NA,2,0,RDU,CLE,416,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1993,8,28,6,1432,1431,1537,1543,CO,1222,NA,65,72,NA,-6,1,CLE,DCA,310,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,17,4,1625,1625,1806,1805,DL,553,NA,101,100,NA,1,0,IAD,ATL,533,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,8,18,7,812,815,924,925,AA,517,N871AA,132,130,100,-1,-3,EWR,ORD,719,10,22,0,NA,0,NA,NA,NA,NA,NA
2005,12,12,1,920,920,1045,1048,CO,187,N17122,145,148,130,-3,0,MCO,IAH,853,5,10,0,,0,0,0,0,0,0
2005,4,4,1,722,730,823,845,XE,2365,N23139,61,75,43,-22,-8,CLE,IAD,288,5,13,0,,0,0,0,0,0,0
1999,8,18,3,1514,1515,1620,1619,TW,300,N957U,66,64,40,1,-1,MCI,STL,237,18,8,0,NA,0,NA,NA,NA,NA,NA
2003,1,21,2,1310,1300,1355,1355,WN,28,N395,45,55,38,0,10,HOU,DAL,239,2,5,0,NA,0,NA,NA,NA,NA,NA
1990,1,14,7,558,600,653,655,UA,303,NA,55,55,NA,-2,-2,LIT,TUL,230,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,1,2,4,1551,1600,1738,1800,EV,4982,N641AS,47,60,37,-22,-9,EVV,CVG,170,4,6,0,NA,0,NA,NA,NA,NA,NA
2006,3,24,5,1917,1900,2110,2100,US,208,N604AU,113,120,96,10,17,FLL,CLT,631,4,13,0,,0,0,0,0,0,0
1993,6,7,1,1912,1455,2040,1627,UA,943,NA,148,152,NA,253,257,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,7,26,2,1811,1813,1950,1954,NW,1029,N337NW,159,161,135,-4,-2,DCA,MSP,931,8,16,0,,0,0,0,0,0,0
1991,5,29,3,2110,2110,2227,2240,HP,233,NA,77,90,NA,-13,0,SNA,SMF,404,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,8,27,1,2054,2055,2149,2155,NW,1098,NA,55,60,NA,-6,-1,OMA,MSP,282,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,1,28,2,NA,1035,NA,1209,NW,1184,N770NC,NA,94,NA,NA,NA,DTW,BDL,548,0,0,1,NA,0,NA,NA,NA,NA,NA
1992,5,6,3,832,830,918,940,WN,651,NA,46,70,NA,-22,2,STL,MCI,237,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,8,17,7,913,906,1530,1513,AA,1642,N444AA,257,247,223,17,7,SJC,ORD,1829,26,8,0,NA,0,NA,NA,NA,NA,NA
2004,3,29,1,1434,1444,1525,1550,DH,7847,N307UE,51,66,40,-25,-10,ABE,IAD,160,3,8,0,,0,0,0,0,0,0
1993,9,28,2,2105,2059,2225,2159,DL,1010,NA,80,60,NA,26,6,CVG,DTW,229,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,7,2,1,1926,1725,2110,1900,AA,1162,N410AA,104,95,68,130,121,MFE,DFW,468,17,19,0,,0,0,0,9,0,121
2004,2,14,6,1803,1745,1935,1926,CO,331,N19357,152,161,140,9,18,PBI,IAH,956,4,8,0,,0,0,0,0,0,0
1989,1,3,2,955,943,1244,1240,TW,261,NA,169,177,NA,4,12,LGA,TPA,1011,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,5,17,3,851,850,929,934,PI,1919,NA,38,44,NA,-5,1,TLH,TPA,200,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1994,11,10,4,902,905,1207,1211,DL,298,NA,125,126,NA,-4,-3,TUS,DFW,813,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,3,17,1,1527,1528,1753,1750,UA,318,N537UA,86,82,63,3,-1,DEN,OMA,472,3,20,0,NA,0,NA,NA,NA,NA,NA
2000,8,16,3,1340,1340,1515,1515,WN,1382,N399,95,95,81,0,0,LIT,MDW,544,5,9,0,NA,0,NA,NA,NA,NA,NA
1992,6,25,4,1120,1120,1217,1220,WN,711,NA,57,60,NA,-3,0,LAS,SAN,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2002,7,7,7,1852,1700,2055,1914,NW,263,N332NW,243,254,227,101,112,MEM,SFO,1807,5,11,0,NA,0,NA,NA,NA,NA,NA
2002,9,19,4,1128,1135,1257,1304,US,302,N560AU,89,89,72,-7,-7,PIT,MHT,485,5,12,0,NA,0,NA,NA,NA,NA,NA
2005,3,31,4,1820,1735,1923,1840,WN,1620,N700GS,63,65,52,43,45,ONT,SJC,333,3,8,0,,0,2,0,0,0,41
2001,8,31,5,2210,2158,115,107,CO,1506,N13891,125,129,105,8,12,IAH,MCO,853,8,12,0,NA,0,NA,NA,NA,NA,NA
1996,6,15,6,1644,1635,1633,1635,WN,398,N662,49,60,38,-2,9,DTW,MDW,229,5,6,0,NA,0,NA,NA,NA,NA,NA
2001,6,2,6,1050,1049,1152,1155,MQ,3311,#NAME?,62,66,43,-3,1,DFW,SHV,190,4,15,0,NA,0,NA,NA,NA,NA,NA
1994,3,21,1,1603,1605,1917,1924,TW,214,NA,134,139,NA,-7,-2,ABQ,STL,934,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,15,2,1534,1510,1625,1605,EA,810,NA,51,55,NA,20,24,JFK,BWI,184,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,2,12,1,1400,1400,1640,1630,CO,558,NA,160,150,NA,10,0,TPA,EWR,998,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,4,22,5,1946,1945,2122,2136,OO,6919,N920SW,96,111,74,-14,1,ORD,XNA,522,4,18,0,,0,0,0,0,0,0
2000,8,29,2,935,938,1159,1216,AA,2082,N526AA,144,158,130,-17,-3,AUS,ORD,978,7,7,0,NA,0,NA,NA,NA,NA,NA
1999,10,10,7,2038,1940,2212,2120,DL,965,N2810W,154,160,128,52,58,ATL,SAT,874,4,22,0,NA,0,NA,NA,NA,NA,NA
1989,2,24,5,1035,1035,1148,1210,TW,522,NA,73,95,NA,-22,0,MSP,STL,449,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,12,15,4,1659,1700,2010,2007,UA,442,N561UA,131,127,110,3,-1,SNA,DEN,846,9,12,0,,0,0,0,0,0,0
2005,12,6,2,937,930,1119,1048,DL,1203,N962DL,162,138,108,31,7,ATL,IAH,689,6,48,0,,0,7,0,24,0,0
1997,4,18,5,1226,1225,1835,1816,UA,1200,N349UA,249,231,221,19,1,DEN,BOS,1754,6,22,0,NA,0,NA,NA,NA,NA,NA
2001,4,6,5,1827,1830,2022,2018,CO,1053,N14639,115,108,86,4,-3,ATL,CLE,554,4,25,0,NA,0,NA,NA,NA,NA,NA
